"","time","cif.control","cif.control.lower","cif.control.upper","cif.exposure","cif.exposure.lower","cif.exposure.upper"
"1",0.0027378508,0,0,0,0,0,0
"2",0.1505817933,0,0,0,0,0,0
"3",0.1861738535,0,0,0,0,0,0
"4",0.1998631075,0,0,0,0,0,0
"5",0.2381930185,0,0,0,0,0,0
"6",0.2409308693,0,0,0,0,0,0
"7",0.3039014374,0,0,0,0,0,0
"8",0.3312799452,0,0,0,0,0,0
"9",0.3449691992,0,0,0,0,0,0
"10",0.3504449008,0,0,0,0,0,0
"11",0.3641341547,0,0,0,0,0,0
"12",0.3668720055,0,0,0,0,0,0
"13",0.3915126626,0,0,0,0,0,0
"14",0.4052019165,0,0,0,0,0,0
"15",0.4161533196,0,0,0,0,0,0
"16",0.4435318275,0,0,0,0,0,0
"17",0.4572210815,0,0,0,0,0,0
"18",0.462696783,0,0,0,0,0,0
"19",0.4818617385,0,0,0,0,0,0
"20",0.501026694,0,0,0,0,0,0
"21",0.5311430527,0,0,0,0,0,0
"22",0.5393566051,0,0,0,0,0,0
"23",0.5585215606,0,0,0,0,0,0
"24",0.5694729637,0,0,0,0,0,0
"25",0.5776865161,0,0,0,0,0,0
"26",0.5968514716,0,0,0,0,0,0
"27",0.6132785763,0,0,0,0,0,0
"28",0.6899383984,0,0,0,0,0,0
"29",0.7008898015,0,0,0,0,0,0
"30",0.7091033539,0,0,0,0,0,0
"31",0.7118412047,0,0,0,0,0,0
"32",0.7173169062,0.00184513925249776,0,0.00636364249441633,0.0016769125024094,0,0.0072261702320225
"33",0.733744011,0.00184513925249776,0,0.00636364249441633,0.0016769125024094,0,0.0072261702320225
"34",0.7665982204,0.00184513925249776,0,0.00636364249441633,0.0016769125024094,0,0.0072261702320225
"35",0.8076659822,0.00184513925249776,0,0.00636364249441633,0.0016769125024094,0,0.0072261702320225
"36",0.8240930869,0.00184513925249776,0,0.00636364249441633,0.0016769125024094,0,0.0072261702320225
"37",0.8268309377,0.00269027611190466,0,0.00920669885312819,0.00244694338027947,0,0.0111425842801116
"38",0.8350444901,0.00269027611190466,0,0.00920669885312819,0.00244694338027947,0,0.0111425842801116
"39",0.8542094456,0.00269027611190466,0,0.00920669885312819,0.00244694338027947,0,0.0111425842801116
"40",0.8678986995,0.00269027611190466,0,0.00920669885312819,0.00244694338027947,0,0.0111425842801116
"41",0.8815879535,0.00269027611190466,0,0.00920669885312819,0.00244694338027947,0,0.0111425842801116
"42",0.8980150582,0.00446252810069066,0,0.012509179013843,0.00406622143708018,0,0.014142118773645
"43",0.9062286105,0.00620463861479648,0,0.0162551920034694,0.00565923171285803,0,0.0194555584897753
"44",0.9089664613,0.00620463861479648,0,0.0162551920034694,0.00565923171285803,0,0.0194555584897753
"45",0.9171800137,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"46",0.9199178645,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"47",0.9336071184,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"48",0.9418206708,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"49",0.9445585216,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"50",0.9609856263,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"51",0.9883641342,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"52",1.0431211499,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"53",1.0513347023,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"54",1.0568104038,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"55",1.067761807,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"56",1.0704996578,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"57",1.0951403149,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"58",1.1225188227,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"59",1.1553730322,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"60",1.1608487337,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"61",1.1718001369,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"62",1.18275154,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"63",1.1854893908,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"64",1.1937029432,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"65",1.2265571526,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"66",1.2292950034,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"67",1.2676249144,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"68",1.2703627652,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"69",1.2840520192,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"70",1.2895277207,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"71",1.2977412731,0.00892969458591956,0.000735290417662728,0.0186952016389238,0.00815339430815412,0.000894574325412451,0.0203533096511475
"72",1.3032169747,0.0106406532417605,0.00148320989946372,0.022915446725776,0.00974095532639783,0.00170341420669126,0.0237719496979338
"73",1.3305954825,0.0106406532417605,0.00148320989946372,0.022915446725776,0.00974095532639783,0.00170341420669126,0.0237719496979338
"74",1.3716632444,0.0106406532417605,0.00148320989946372,0.022915446725776,0.00974095532639783,0.00170341420669126,0.0237719496979338
"75",1.3853524983,0.0106406532417605,0.00148320989946372,0.022915446725776,0.00974095532639783,0.00170341420669126,0.0237719496979338
"76",1.3880903491,0.0106406532417605,0.00148320989946372,0.022915446725776,0.00974095532639783,0.00170341420669126,0.0237719496979338
"77",1.4072553046,0.0136671541454083,0.00232205381625316,0.0255743775049052,0.01255613823229,0.00330590798642571,0.0257230076379206
"78",1.4154688569,0.0136671541454083,0.00232205381625316,0.0255743775049052,0.01255613823229,0.00330590798642571,0.0257230076379206
"79",1.4182067077,0.0136671541454083,0.00232205381625316,0.0255743775049052,0.01255613823229,0.00330590798642571,0.0257230076379206
"80",1.4373716632,0.0136671541454083,0.00232205381625316,0.0255743775049052,0.01255613823229,0.00330590798642571,0.0257230076379206
"81",1.4483230664,0.0164986592973225,0.00394059807494071,0.0275320315444072,0.0151968007746751,0.00336490742517373,0.0282618918571311
"82",1.4510609172,0.0164986592973225,0.00394059807494071,0.0275320315444072,0.0151968007746751,0.00336490742517373,0.0282618918571311
"83",1.4620123203,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"84",1.4811772758,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"85",1.4866529774,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"86",1.5085557837,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"87",1.5195071869,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"88",1.53045859,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"89",1.5414099932,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"90",1.659137577,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"91",1.6728268309,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"92",1.6865160849,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"93",1.697467488,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"94",1.7084188912,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"95",1.7303216975,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"96",1.7686516085,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"97",1.8425735797,0.0182929597491901,0.00567102776477733,0.029694127091932,0.0168715003029501,0.00467729396583506,0.031318481809648
"98",1.8480492813,0.0195592210531393,0.00605969923542929,0.0318000379791782,0.0180637921404808,0.0055290944722085,0.0342938284277288
"99",1.87816564,0.0195592210531393,0.00605969923542929,0.0318000379791782,0.0180637921404808,0.0055290944722085,0.0342938284277288
"100",1.8809034908,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"101",1.9110198494,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"102",1.9192334018,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"103",1.9575633128,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"104",1.9630390144,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"105",1.9904175222,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"106",1.993155373,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"107",2.0013689254,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"108",2.0533880903,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"109",2.0561259411,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"110",2.0588637919,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"111",2.0999315537,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"112",2.1108829569,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"113",2.1163586585,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"114",2.1273100616,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"115",2.1409993155,0.0212942321303475,0.00794476476538879,0.0340263290908702,0.0197009470218435,0.00637351348784971,0.0362967066428749
"116",2.1464750171,0.0231615779885422,0.00951814589090279,0.0381531581743219,0.0214819459467548,0.00784260532304878,0.0400900001154084
"117",2.1683778234,0.0249301609019343,0.0109818142666298,0.0424498458475282,0.0231692401760191,0.00841117020393344,0.0429136164894174
"118",2.1848049281,0.0249301609019343,0.0109818142666298,0.0424498458475282,0.0231692401760191,0.00841117020393344,0.0429136164894174
"119",2.1930184805,0.0249301609019343,0.0109818142666298,0.0424498458475282,0.0231692401760191,0.00841117020393344,0.0429136164894174
"120",2.2368240931,0.0249301609019343,0.0109818142666298,0.0424498458475282,0.0231692401760191,0.00841117020393344,0.0429136164894174
"121",2.2861054073,0.0249301609019343,0.0109818142666298,0.0424498458475282,0.0231692401760191,0.00841117020393344,0.0429136164894174
"122",2.2915811088,0.0249301609019343,0.0109818142666298,0.0424498458475282,0.0231692401760191,0.00841117020393344,0.0429136164894174
"123",2.3189596167,0.0269715758730092,0.0118290569650789,0.0442522519354588,0.0251239150889536,0.0105696617121983,0.0464162732652972
"124",2.3381245722,0.0269715758730092,0.0118290569650789,0.0442522519354588,0.0251239150889536,0.0105696617121983,0.0464162732652972
"125",2.3627652293,0.0269715758730092,0.0118290569650789,0.0442522519354588,0.0251239150889536,0.0105696617121983,0.0464162732652972
